Date,BAJAJ,HERO
7/20/2018,2658.062744,3113.567383
7/23/2018,2512.550781,2918.563232
7/24/2018,2479.320313,2865.824463
7/25/2018,2469.912842,2867.484375
7/26/2018,2451.0979,2892.101807
7/27/2018,2514.984619,2954.060547
7/30/2018,2502.25415,2959.592529
7/31/2018,2527.434326,3037.501709
8/1/2018,2509.508545,3024.547852
8/2/2018,2507.355713,3009.150391
8/3/2018,2518.447998,2997.026123
8/6/2018,2516.061035,3039.945313
8/7/2018,2514.844482,3040.544678
8/8/2018,2490.506348,3041.743408
8/9/2018,2488.634521,3025.424072
8/10/2018,2461.581787,3060.505859
8/13/2018,2462.658447,3050.179443
8/14/2018,2477.214111,3011.59375
8/16/2018,2496.965088,3026.62207
8/17/2018,2491.208496,2989.419434
8/20/2018,2560.477783,3046.307129
8/21/2018,2554.065674,3058.062744
8/23/2018,2513.861572,3028.558838
8/24/2018,2510.772461,2961.759033
8/27/2018,2525.141113,2972.316162
8/28/2018,2512.784912,2980.614258
8/29/2018,2517.184326,2992.92334
8/30/2018,2528.932129,2972.27002
8/31/2018,2569.370361,3000.022461
9/3/2018,2594.690918,2989.557861
9/4/2018,2560.665039,2935.804688
9/5/2018,2595.06543,2900.076904
9/6/2018,2605.175049,2918.010498
9/7/2018,2736.645996,3069.680176
9/10/2018,2685.208984,3022.611572
9/11/2018,2652.540039,2935.85083
9/12/2018,2684.600342,2916.99585
9/14/2018,2693.540039,2938.109863
9/17/2018,2677.76709,2883.941895
9/18/2018,2596.469482,2868.774902
9/19/2018,2611.727539,2907.960205
9/21/2018,2620.245605,2927.552734
9/24/2018,2582.896484,2867.622559
9/25/2018,2610.416748,2869.835205
9/26/2018,2596.001465,2858.26416
9/27/2018,2605.596191,2847.246338
9/28/2018,2515.639893,2704.473389
10/1/2018,2555.563232,2741.123535
10/3/2018,2556.780029,2686.263916
10/4/2018,2487.136475,2547.962891
10/5/2018,2380.471436,2526.987549
10/8/2018,2418.897217,2648.968994
10/9/2018,2385.900635,2666.210449
10/10/2018,2416.744141,2692.349365
10/11/2018,2364.324219,2647.078613
10/12/2018,2455.357178,2668.23877
10/15/2018,2452.923096,2656.529297
10/16/2018,2443.609375,2669.391113
10/17/2018,2384.917725,2588.577637
10/19/2018,2349.768555,2501.171387
10/22/2018,2393.435791,2518.735596
10/23/2018,2421.143799,2511.77417
10/24/2018,2316.912354,2490.936768
10/25/2018,2319.158936,2484.897705
10/26/2018,2353.044678,2494.348389
10/29/2018,2386.134766,2535.37793
10/30/2018,2392.827393,2557.551758
10/31/2018,2427.883301,2546.903076
11/1/2018,2432.704346,2574.470703
11/2/2018,2487.838623,2670.682129
11/5/2018,2501.692627,2625.688232
11/6/2018,2503.611572,2633.294678
11/7/2018,2520.413818,2663.259766
11/9/2018,2520.881836,2726.094482
11/12/2018,2482.737305,2617.897461
11/13/2018,2495.093262,2655.099854
11/14/2018,2505.389893,2625.457764
11/15/2018,2498.229004,2694.239014
11/16/2018,2523.034912,2730.888916
11/19/2018,2508.338379,2748.176514
11/20/2018,2496.029297,2729.229492
11/21/2018,2438.133301,2684.927246
11/22/2018,2424.747559,2690.182373
11/26/2018,2480.116211,2836.090088
11/27/2018,2433.452881,2727.431396
11/28/2018,2437.431152,2765.233643
11/29/2018,2549.853271,2781.507324
11/30/2018,2570.165771,2816.912109
12/3/2018,2561.085938,2802.80542
12/4/2018,2587.155762,2829.77417
12/5/2018,2587.389648,2814.423096
12/6/2018,2544.330566,2790.680664
12/7/2018,2608.07666,2827.607422
12/10/2018,2550.883057,2808.890869
12/11/2018,2564.456055,2801.79126
12/12/2018,2666.300049,3004.494141
12/13/2018,2654.786621,3059.445801
12/14/2018,2642.664551,3056.126465
12/17/2018,2659.326416,3029.803467
12/18/2018,2659.279785,3040.821289
12/19/2018,2679.966797,3047.413574
12/20/2018,2702.619873,3099.18457
12/21/2018,2628.904297,3064.885498
12/24/2018,2550.461426,2921.283203
12/26/2018,2559.775635,2927.552734
12/27/2018,2562.022217,2884.771729
12/28/2018,2543.768799,2879.05542
12/31/2018,2546.249268,2862.136475
1/1/2019,2552.33374,2883.665527
1/2/2019,2519.898926,2808.936768
1/3/2019,2528.651367,2779.524658
1/4/2019,2559.401123,2754.814941
1/7/2019,2488.587402,2727.24707
1/8/2019,2522.566895,2738.634033
1/9/2019,2524.485596,2708.345947
1/10/2019,2551.070313,2691.795898
1/11/2019,2546.998291,2673.125488
1/14/2019,2526.591797,2643.390625
1/15/2019,2551.585205,2683.912842
1/16/2019,2543.721924,2655.238525
1/17/2019,2555.14209,2677.13623
1/18/2019,2546.811035,2672.664307
1/21/2019,2512.972168,2576.314697
1/22/2019,2516.482422,2604.574463
1/23/2019,2503.143555,2577.882324
1/24/2019,2482.128662,2572.580811
1/25/2019,2458.446289,2461.893555
1/28/2019,2401.532959,2395.924316
1/29/2019,2403.498779,2427.917969
1/30/2019,2339.892822,2407.357178
1/31/2019,2391.236328,2410.076904
2/1/2019,2436.354736,2588.300781
2/4/2019,2473.563477,2563.314453
2/5/2019,2537.356689,2631.911865
2/6/2019,2593.052734,2655.422852
2/7/2019,2671.167969,2709.821045
2/8/2019,2669.108398,2709.636719
2/11/2019,2671.167969,2714.522705
2/12/2019,2651.276611,2630.429199
2/14/2019,2642.617676,2608.489746
2/15/2019,2645.285645,2533.557617
2/18/2019,2614.910156,2521.436768
2/19/2019,2609.621338,2477.558105
2/20/2019,2597.312012,2465.249512
2/21/2019,2634.052734,2481.692139
2/22/2019,2636.767334,2517.960449
2/25/2019,2665.504883,2548.637695
2/26/2019,2676.503662,2526.604492
2/27/2019,2728.361572,2516.739014
2/28/2019,2715.16333,2469.33667
3/1/2019,2680.434814,2513.967041
3/5/2019,2718.111572,2626.764893
3/6/2019,2740.437256,2598.765137
3/7/2019,2733.229248,2565.174805
3/8/2019,2766.740479,2574.805664
3/11/2019,2808.723145,2644.710938
3/12/2019,2804.557617,2638.791504
3/13/2019,2817.569092,2634.281494
3/14/2019,2823.981445,2585.469727
3/15/2019,2830.486816,2570.577637
3/18/2019,2813.029053,2508.23584
3/19/2019,2784.525879,2456.135254
3/20/2019,2761.077148,2451.53125
3/22/2019,2761.170898,2446.034668
3/25/2019,2768.84668,2420.101807
3/26/2019,2764.026123,2418.92749
3/27/2019,2789.580566,2389.56543
3/28/2019,2760.281738,2373.169434
4/1/2019,2729.250732,2403.941162
4/2/2019,2670.699951,2414.699463
4/3/2019,2665.270752,2424.564941
4/4/2019,2676.316406,2477.886963
4/5/2019,2678.703125,2460.222656
4/8/2019,2670.933838,2430.578613
4/9/2019,2737.816162,2465.155029
4/10/2019,2754.758789,2437.672363
4/11/2019,2802.311279,2443.967529
4/12/2019,2815.837402,2480.423828
4/15/2019,2841.017578,2537.550781
4/16/2019,2872.282227,2574.147461
4/18/2019,2873.265137,2575.93335
4/22/2019,2856.13501,2527.027344
4/23/2019,2844.855469,2478.685547
4/24/2019,2879.162598,2454.11499
4/25/2019,2890.629395,2454.444092
4/26/2019,2850.003906,2446.692627
4/30/2019,2793.325195,2360.109131
5/2/2019,2836.80542,2397.551758
5/3/2019,2864.138428,2410.424072
5/6/2019,2832.733398,2378.384521
5/7/2019,2839.145508,2374.673096
5/8/2019,2768.659424,2348.693359
5/9/2019,2792.201416,2384.44458
5/10/2019,2776.569336,2355.833984
5/13/2019,2782.700684,2359.075684
5/14/2019,2749.42334,2358.13623
5/15/2019,2728.127686,2342.773682
5/16/2019,2754.524658,2368.048828
5/17/2019,2845.697998,2464.12207
5/20/2019,2814.105713,2549.530518
5/21/2019,2788.831787,2496.678467
5/22/2019,2852.390869,2536.564209
5/23/2019,2869.052979,2577.765381
5/24/2019,2881.128174,2657.583252
5/27/2019,2870.831299,2650.77124
5/28/2019,2796.975586,2577.389404
5/29/2019,2738.471191,2560.852539
5/30/2019,2756.724609,2551.174561
5/31/2019,2738.845459,2518.336426
6/3/2019,2840.59668,2668.67041
6/4/2019,2793.137695,2586.409424
6/6/2019,2800.392334,2620.281738
6/7/2019,2772.075928,2595.899414
6/10/2019,2798.6604,2579.174561
6/11/2019,2796.179688,2608.442627
6/12/2019,2756.256592,2563.248535
6/13/2019,2735.803467,2541.685059
6/14/2019,2688.906494,2508.987305
6/17/2019,2654.880127,2488.269531
6/18/2019,2673.040283,2506.638428
6/19/2019,2642.43042,2448.712402
6/20/2019,2712.074219,2504.665039
6/21/2019,2691.7146,2448.571533
6/24/2019,2636.813965,2430.014404
6/25/2019,2661.900879,2428.511475
6/26/2019,2685.30249,2418.128906
6/27/2019,2682.634766,2441.430664
6/28/2019,2646.315186,2425.551758
7/1/2019,2725.787354,2458.4375
7/2/2019,2699.203125,2440.162354
7/3/2019,2712.495361,2431.189453
7/4/2019,2709.733887,2448.712402
7/5/2019,2660.824463,2360.531982
7/8/2019,2600.213867,2236.36499
7/9/2019,2608.263672,2296.452148
7/10/2019,2565.204834,2255.015869
7/11/2019,2595.159668,2356.303955
7/12/2019,2605.543457,2414.55835
7/15/2019,2597.36084,2391.773438
7/16/2019,2615.017822,2421.081299
7/17/2019,2580.995605,2431.295898
7/18/2019,2517.736572,2389.376465
7/19/2019,2448.304443,2300.670166
7/22/2019,2452.754639,2316.378174
7/23/2019,2415.383057,2379.595215
7/24/2019,2414.186768,2316.089111
7/25/2019,2437.537842,2299.803223
7/26/2019,2506.108643,2377.667725
7/29/2019,2380.738525,2317.19751
7/30/2019,2357.96167,2176.742188
7/31/2019,2408.348633,2270.507568
8/1/2019,2428.5896,2282.505371
8/2/2019,2488.786621,2314.69165
8/5/2019,2507.161377,2312.090088
